"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","C1_05_24",1,1,3.7e-24,0,1
"ribosome biogenesis","C1_05_24",0,1,3.7e-24,-1,0.4684
"rRNA metabolic process","C1_05_24",0,1,3.7e-24,-1,0.497
"proteasome-mediated ubiquitin-dependent protein catabolic process","C1_05_24",1,1,3.7e-24,0,1
"regulation of response to DNA damage stimulus","C1_05_24",0,1,3.7e-24,-1,0.4292
"establishment of protein localization to organelle","C1_05_24",0,1,3.7e-24,-1,0.4116
"macroautophagy","C1_05_24",0,1,3.7e-24,-1,0.4635
"regulation of chromosome organization","C1_05_24",1,1,3.7e-24,0,1
"Golgi vesicle transport","C1_05_24",1,1,3.7e-24,0,1
"double-strand break repair","C1_05_24",0,1,3.7e-24,-1,0.4628
"histone modification","C1_05_24",0,1,3.7e-24,-1,0.4089
"sister chromatid segregation","C1_05_24",0,1,3.7e-24,-1,0.496
"DNA replication","C1_05_24",0,1,3.7e-24,-1,0.4721
"chromosome segregation","C1_05_24",1,1,3.7e-24,0,1
"mitochondrial gene expression","C1_05_24",0,0,3.7e-24,0,1
"nucleocytoplasmic transport","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6312
"nuclear transport","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6268
"regulation of DNA repair","C1_05_24",0,1,3.7e-24,-1,0.5257
"peptidyl-lysine modification","C1_05_24",1,1,3.7e-24,0,1
"protein targeting","C1_05_24",0,1,3.7e-24,-1,0.4244
"cytoplasmic translation","C1_05_24",0,0,3.7e-24,0,1
"regulation of autophagy","C1_05_24",0,1,3.7e-24,-1,0.47
"signal transduction in response to DNA damage","C1_05_24",1,0,3.7e-24,1,0.4822
"regulation of intracellular transport","C1_05_24",0,1,3.7e-24,-1,0.4516
"protein localization to nucleus","C1_05_24",1,1,3.7e-24,0,1
"microtubule cytoskeleton organization involved in mitosis","C1_05_24",1,0,3.7e-24,1,0.408
"telomere maintenance","C1_05_24",0,0,3.7e-24,0,1
"cell cycle checkpoint signaling","C1_05_24",0,0,3.7e-24,0,1
"regulation of protein modification by small protein conjugation or removal","C1_05_24",1,1,3.7e-24,0,1
"cellular respiration","C1_05_24",0,0,3.7e-24,0,1
"cellular component disassembly","C1_05_24",1,1,3.7e-24,0,1
"nuclear chromosome segregation","C1_05_24",1,1,3.7e-24,0,1
"regulation of protein stability","C1_05_24",0,1,3.7e-24,-1,0.4744
"regulation of cell cycle phase transition","C1_05_24",0,1,3.7e-24,-1,0.4233
"regulation of protein catabolic process","C1_05_24",3,1,3.7e-24,1,0.4553
"response to endoplasmic reticulum stress","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6355
"vesicle organization","C1_05_24",0,1,3.7e-24,-1,0.4441
"mitochondrial respiratory chain complex assembly","C1_05_24",0,0,3.7e-24,0,1
"DNA-templated transcription elongation","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial transport","C1_05_24",0,0,3.7e-24,0,1
"establishment of organelle localization","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6448
"regulation of intracellular protein transport","C1_05_24",1,1,3.7e-24,0,1
"response to UV","C1_05_24",0,0,3.7e-24,0,1
"RNA localization","C1_05_24",0,0,3.7e-24,0,1
"response to topologically incorrect protein","C1_05_24",1,0,3.7e-24,1,0.3753
"organelle fission","C1_05_24",0,1,3.7e-24,-1,0.414
"non-membrane-bounded organelle assembly","C1_05_24",0,1,3.7e-24,-1,0.4378
"protein polyubiquitination","C1_05_24",1,0,3.7e-24,1,0.4984
"methylation","C1_05_24",0,1,3.7e-24,-1,0.4429
"phospholipid biosynthetic process","C1_05_24",0,1,3.7e-24,-1,0.5079
"oxidative phosphorylation","C1_05_24",0,0,3.7e-24,0,1
"establishment of protein localization to membrane","C1_05_24",1,1,3.7e-24,0,1
"in utero embryonic development","C1_05_24",0,1,3.7e-24,-1,0.4405
"vacuole organization","C1_05_24",0,0,3.7e-24,0,1
"nuclear-transcribed mRNA catabolic process","C1_05_24",0,0,3.7e-24,0,1
"protein folding","C1_05_24",2,0,3.7e-24,1.58496250072116,0.1255
"DNA conformation change","C1_05_24",0,0,3.7e-24,0,1
"regulation of chromosome segregation","C1_05_24",0,0,3.7e-24,0,1
"regulation of apoptotic signaling pathway","C1_05_24",1,1,3.7e-24,0,1
"cell cycle G2/M phase transition","C1_05_24",0,0,3.7e-24,0,1
"vacuolar transport","C1_05_24",0,0,3.7e-24,0,1
"response to ionizing radiation","C1_05_24",1,0,3.7e-24,1,0.3787
"cellular response to UV","C1_05_24",0,0,3.7e-24,0,1
"regulation of binding","C1_05_24",1,1,3.7e-24,0,1
"nucleic acid transport","C1_05_24",0,0,3.7e-24,0,1
"RNA transport","C1_05_24",0,0,3.7e-24,0,1
"ribonucleoprotein complex subunit organization","C1_05_24",0,1,3.7e-24,-1,0.5071
"regulation of DNA replication","C1_05_24",0,0,3.7e-24,0,1
"ribose phosphate metabolic process","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6446
"proton motive force-driven ATP synthesis","C1_05_24",0,0,3.7e-24,0,1
"ribonucleotide metabolic process","C1_05_24",1,1,3.7e-24,0,1
"telomere organization","C1_05_24",0,0,3.7e-24,0,1
"cellular response to topologically incorrect protein","C1_05_24",0,0,3.7e-24,0,1
"Golgi organization","C1_05_24",1,0,3.7e-24,1,0.3259
"ribonucleoprotein complex assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular nitrogen compound catabolic process","C1_05_24",1,1,3.7e-24,0,1
"negative regulation of phosphorus metabolic process","C1_05_24",3,1,3.7e-24,1,0.4222
"heterocycle catabolic process","C1_05_24",1,1,3.7e-24,0,1
"mitochondrial membrane organization","C1_05_24",0,0,3.7e-24,0,1
"regulation of protein-containing complex assembly","C1_05_24",1,1,3.7e-24,0,1
"positive regulation of cellular component biogenesis","C1_05_24",1,1,3.7e-24,0,1
"response to oxidative stress","C1_05_24",1,1,3.7e-24,0,1
"regulation of supramolecular fiber organization","C1_05_24",0,1,3.7e-24,-1,0.4436
"positive regulation of protein localization","C1_05_24",1,1,3.7e-24,0,1
"positive regulation of cell projection organization","C1_05_24",0,1,3.7e-24,-1,0.4565
"negative regulation of transferase activity","C1_05_24",1,1,3.7e-24,0,1
"autophagy of mitochondrion","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of amide metabolic process","C1_05_24",1,0,3.7e-24,1,0.3985
"chromatin remodeling","C1_05_24",1,1,3.7e-24,0,1
"viral process","C1_05_24",1,1,3.7e-24,0,1
"macromolecule deacylation","C1_05_24",0,0,3.7e-24,0,1
"mitotic cytokinesis","C1_05_24",0,0,3.7e-24,0,1
"aromatic compound catabolic process","C1_05_24",1,1,3.7e-24,0,1
"vesicle localization","C1_05_24",1,0,3.7e-24,1,0.4051
"establishment or maintenance of cell polarity","C1_05_24",1,0,3.7e-24,1,0.4668
"Wnt signaling pathway","C1_05_24",0,1,3.7e-24,-1,0.4092
"cell-cell signaling by wnt","C1_05_24",0,1,3.7e-24,-1,0.4158
"ATP metabolic process","C1_05_24",1,0,3.7e-24,1,0.4177
"cellular response to chemical stress","C1_05_24",2,1,3.7e-24,0.584962500721156,0.626
"regulation of vacuole organization","C1_05_24",0,0,3.7e-24,0,1
"cellular response to external stimulus","C1_05_24",1,1,3.7e-24,0,1
"negative regulation of protein phosphorylation","C1_05_24",0,1,3.7e-24,-1,0.4613
"negative regulation of catabolic process","C1_05_24",0,1,3.7e-24,-1,0.4674
"regulation of microtubule cytoskeleton organization","C1_05_24",0,0,3.7e-24,0,1
