"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","C1_05_24",1,1,3.7e-24,0,1
"ribosome biogenesis","C1_05_24",1,1,3.7e-24,0,1
"rRNA metabolic process","C1_05_24",0,1,3.7e-24,-1,0.4756
"proteasome-mediated ubiquitin-dependent protein catabolic process","C1_05_24",0,1,3.7e-24,-1,0.4191
"regulation of response to DNA damage stimulus","C1_05_24",0,1,3.7e-24,-1,0.4319
"establishment of protein localization to organelle","C1_05_24",0,1,3.7e-24,-1,0.41
"macroautophagy","C1_05_24",1,1,3.7e-24,0,1
"regulation of chromosome organization","C1_05_24",1,1,3.7e-24,0,1
"Golgi vesicle transport","C1_05_24",1,1,3.7e-24,0,1
"double-strand break repair","C1_05_24",0,1,3.7e-24,-1,0.4756
"histone modification","C1_05_24",1,1,3.7e-24,0,1
"sister chromatid segregation","C1_05_24",0,1,3.7e-24,-1,0.4789
"DNA replication","C1_05_24",0,1,3.7e-24,-1,0.471
"chromosome segregation","C1_05_24",2,1,3.7e-24,0.584962500721156,0.647
"mitochondrial gene expression","C1_05_24",0,0,3.7e-24,0,1
"nucleocytoplasmic transport","C1_05_24",0,1,3.7e-24,-1,0.4785
"nuclear transport","C1_05_24",1,1,3.7e-24,0,1
"regulation of DNA repair","C1_05_24",0,1,3.7e-24,-1,0.51
"peptidyl-lysine modification","C1_05_24",1,1,3.7e-24,0,1
"protein targeting","C1_05_24",0,1,3.7e-24,-1,0.4495
"cytoplasmic translation","C1_05_24",0,0,3.7e-24,0,1
"regulation of autophagy","C1_05_24",0,1,3.7e-24,-1,0.4337
"signal transduction in response to DNA damage","C1_05_24",0,0,3.7e-24,0,1
"regulation of intracellular transport","C1_05_24",0,1,3.7e-24,-1,0.46
"protein localization to nucleus","C1_05_24",1,1,3.7e-24,0,1
"microtubule cytoskeleton organization involved in mitosis","C1_05_24",0,0,3.7e-24,0,1
"telomere maintenance","C1_05_24",0,0,3.7e-24,0,1
"cell cycle checkpoint signaling","C1_05_24",0,0,3.7e-24,0,1
"regulation of protein modification by small protein conjugation or removal","C1_05_24",0,1,3.7e-24,-1,0.4918
"cellular respiration","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6473
"cellular component disassembly","C1_05_24",0,1,3.7e-24,-1,0.4237
"nuclear chromosome segregation","C1_05_24",2,1,3.7e-24,0.584962500721156,0.636
"regulation of protein stability","C1_05_24",1,1,3.7e-24,0,1
"regulation of cell cycle phase transition","C1_05_24",0,1,3.7e-24,-1,0.4104
"regulation of protein catabolic process","C1_05_24",0,1,3.7e-24,-1,0.4504
"response to endoplasmic reticulum stress","C1_05_24",0,1,3.7e-24,-1,0.5152
"vesicle organization","C1_05_24",1,1,3.7e-24,0,1
"mitochondrial respiratory chain complex assembly","C1_05_24",1,0,3.7e-24,1,0.306
"DNA-templated transcription elongation","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial transport","C1_05_24",0,0,3.7e-24,0,1
"establishment of organelle localization","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6482
"regulation of intracellular protein transport","C1_05_24",1,1,3.7e-24,0,1
"response to UV","C1_05_24",1,0,3.7e-24,1,0.3865
"RNA localization","C1_05_24",2,0,3.7e-24,1.58496250072116,0.116
"response to topologically incorrect protein","C1_05_24",0,0,3.7e-24,0,1
"organelle fission","C1_05_24",1,1,3.7e-24,0,1
"non-membrane-bounded organelle assembly","C1_05_24",0,1,3.7e-24,-1,0.4227
"protein polyubiquitination","C1_05_24",0,1,3.7e-24,-1,0.4988
"methylation","C1_05_24",0,1,3.7e-24,-1,0.4767
"phospholipid biosynthetic process","C1_05_24",1,1,3.7e-24,0,1
"oxidative phosphorylation","C1_05_24",0,0,3.7e-24,0,1
"establishment of protein localization to membrane","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6417
"in utero embryonic development","C1_05_24",0,1,3.7e-24,-1,0.4253
"vacuole organization","C1_05_24",1,0,3.7e-24,1,0.4719
"nuclear-transcribed mRNA catabolic process","C1_05_24",0,0,3.7e-24,0,1
"protein folding","C1_05_24",0,0,3.7e-24,0,1
"DNA conformation change","C1_05_24",0,0,3.7e-24,0,1
"regulation of chromosome segregation","C1_05_24",1,0,3.7e-24,1,0.3094
"regulation of apoptotic signaling pathway","C1_05_24",0,1,3.7e-24,-1,0.4465
"cell cycle G2/M phase transition","C1_05_24",0,0,3.7e-24,0,1
