"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"intraciliary transport","C1_05_24",0,0,3.7e-24,0,1
"Golgi to plasma membrane protein transport","C1_05_24",0,0,3.7e-24,0,1
"response to amino acid starvation","C1_05_24",0,0,3.7e-24,0,1
"cellular response to extracellular stimulus","C1_05_24",1,0,3.7e-24,1,0.4819
"cell growth","C1_05_24",1,1,3.7e-24,0,1
"protein glycosylation","C1_05_24",0,0,3.7e-24,0,1
"macromolecule glycosylation","C1_05_24",1,0,3.7e-24,1,0.4751
"maintenance of cell number","C1_05_24",1,0,3.7e-24,1,0.3905
"response to reactive oxygen species","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"regulation of cellular component size","C1_05_24",0,1,3.7e-24,-1,0.4454
"cell-substrate junction assembly","C1_05_24",0,0,3.7e-24,0,1
"membrane fission","C1_05_24",0,0,3.7e-24,0,1
"membrane docking","C1_05_24",0,0,3.7e-24,0,1
"fibroblast migration","C1_05_24",1,0,3.7e-24,1,0.1742
"nucleus organization","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell growth","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6428
"fibroblast proliferation","C1_05_24",0,0,3.7e-24,0,1
"cell cycle G1/S phase transition","C1_05_24",0,1,3.7e-24,-1,0.5056
"actin filament organization","C1_05_24",0,1,3.7e-24,-1,0.4214
"response to oxygen levels","C1_05_24",1,1,3.7e-24,0,1
"epigenetic regulation of gene expression","C1_05_24",1,0,3.7e-24,1,0.3505
"organelle fusion","C1_05_24",1,0,3.7e-24,1,0.3718
"lipoprotein metabolic process","C1_05_24",0,0,3.7e-24,0,1
"protein lipidation","C1_05_24",0,0,3.7e-24,0,1
"regulation of plasma membrane bounded cell projection assembly","C1_05_24",0,0,3.7e-24,0,1
"regulation of actin filament-based process","C1_05_24",1,1,3.7e-24,0,1
"regulation of GTPase activity","C1_05_24",0,1,3.7e-24,-1,0.4434
"nuclear envelope organization","C1_05_24",0,0,3.7e-24,0,1
"protein autophosphorylation","C1_05_24",1,0,3.7e-24,1,0.4611
"connective tissue development","C1_05_24",0,1,3.7e-24,-1,0.5197
"cellular response to heat","C1_05_24",0,0,3.7e-24,0,1
"myeloid cell homeostasis","C1_05_24",0,0,3.7e-24,0,1
"regulation of neuron projection development","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6378
"receptor metabolic process","C1_05_24",0,0,3.7e-24,0,1
"maintenance of protein location in cell","C1_05_24",0,0,3.7e-24,0,1
"apoptotic mitochondrial changes","C1_05_24",0,0,3.7e-24,0,1
"response to transforming growth factor beta","C1_05_24",0,1,3.7e-24,-1,0.5153
"neural tube development","C1_05_24",0,0,3.7e-24,0,1
"maintenance of protein location","C1_05_24",1,0,3.7e-24,1,0.2358
"regulation of ubiquitin-protein transferase activity","C1_05_24",1,0,3.7e-24,1,0.1876
"cilium assembly","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6359
"mRNA export from nucleus","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell-substrate junction organization","C1_05_24",0,0,3.7e-24,0,1
"membrane biogenesis","C1_05_24",0,0,3.7e-24,0,1
"cilium organization","C1_05_24",0,1,3.7e-24,-1,0.4492
"platelet-derived growth factor receptor signaling pathway","C1_05_24",0,0,3.7e-24,0,1
"iron-sulfur cluster assembly","C1_05_24",1,0,3.7e-24,1,0.1052
"metallo-sulfur cluster assembly","C1_05_24",0,0,3.7e-24,0,1
"centromere complex assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular response to oxygen levels","C1_05_24",0,0,3.7e-24,0,1
"fatty acid beta-oxidation","C1_05_24",0,0,3.7e-24,0,1
"organelle localization by membrane tethering","C1_05_24",0,0,3.7e-24,0,1
"autophagosome maturation","C1_05_24",0,0,3.7e-24,0,1
"cellular response to transforming growth factor beta stimulus","C1_05_24",1,0,3.7e-24,1,0.4905
"nucleotide catabolic process","C1_05_24",1,0,3.7e-24,1,0.1931
"tube closure","C1_05_24",0,0,3.7e-24,0,1
"regulation of stem cell differentiation","C1_05_24",0,0,3.7e-24,0,1
"substrate adhesion-dependent cell spreading","C1_05_24",1,0,3.7e-24,1,0.253
"chondrocyte differentiation","C1_05_24",0,0,3.7e-24,0,1
"regulation of fibroblast proliferation","C1_05_24",1,0,3.7e-24,1,0.1937
"morphogenesis of an epithelial sheet","C1_05_24",0,0,3.7e-24,0,1
"microtubule polymerization","C1_05_24",0,0,3.7e-24,0,1
"response to virus","C1_05_24",0,1,3.7e-24,-1,0.4305
"membrane assembly","C1_05_24",0,0,3.7e-24,0,1
"COPII vesicle coating","C1_05_24",0,0,3.7e-24,0,1
"erythrocyte differentiation","C1_05_24",0,0,3.7e-24,0,1
"organophosphate catabolic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of embryonic development","C1_05_24",1,0,3.7e-24,1,0.2398
"regulation of focal adhesion assembly","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell-substrate junction assembly","C1_05_24",1,0,3.7e-24,1,0.1759
"regulation of extracellular matrix organization","C1_05_24",0,0,3.7e-24,0,1
"GPI anchor biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium organization","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of stem cell population maintenance","C1_05_24",0,0,3.7e-24,0,1
"monosaccharide metabolic process","C1_05_24",1,0,3.7e-24,1,0.4689
"U2-type prespliceosome assembly","C1_05_24",0,0,3.7e-24,0,1
"heterochromatin formation","C1_05_24",0,0,3.7e-24,0,1
"peroxisome organization","C1_05_24",0,0,3.7e-24,0,1
"regulation of mitochondrial fission","C1_05_24",1,0,3.7e-24,1,0.1124
"cellular pigmentation","C1_05_24",0,0,3.7e-24,0,1
"regulation of fibroblast migration","C1_05_24",0,0,3.7e-24,0,1
"cellular carbohydrate metabolic process","C1_05_24",0,1,3.7e-24,-1,0.5106
"positive regulation of axonogenesis","C1_05_24",0,0,3.7e-24,0,1
"kinetochore organization","C1_05_24",0,0,3.7e-24,0,1
"stem cell differentiation","C1_05_24",0,0,3.7e-24,0,1
"proton transmembrane transport","C1_05_24",1,0,3.7e-24,1,0.3096
"cellular response to insulin stimulus","C1_05_24",0,0,3.7e-24,0,1
"establishment of mitotic spindle localization","C1_05_24",0,0,3.7e-24,0,1
"cell redox homeostasis","C1_05_24",0,0,3.7e-24,0,1
"stress granule assembly","C1_05_24",0,0,3.7e-24,0,1
"protein neddylation","C1_05_24",0,0,3.7e-24,0,1
"regulation of mitochondrial membrane potential","C1_05_24",0,0,3.7e-24,0,1
"neuron death","C1_05_24",1,1,3.7e-24,0,1
"defense response to virus","C1_05_24",0,1,3.7e-24,-1,0.5137
"sulfur compound metabolic process","C1_05_24",0,1,3.7e-24,-1,0.5003
"NADP metabolic process","C1_05_24",0,0,3.7e-24,0,1
"vacuolar acidification","C1_05_24",0,0,3.7e-24,0,1
"oligosaccharide-lipid intermediate biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"lysosomal lumen acidification","C1_05_24",0,0,3.7e-24,0,1
"glycosyl compound biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"heart valve development","C1_05_24",0,0,3.7e-24,0,1
"water-soluble vitamin metabolic process","C1_05_24",0,0,3.7e-24,0,1
"interferon-beta production","C1_05_24",1,0,3.7e-24,1,0.1727
"regulation of interferon-beta production","C1_05_24",0,0,3.7e-24,0,1
"branched-chain amino acid metabolic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of mitochondrial membrane permeability","C1_05_24",0,0,3.7e-24,0,1
"respiratory tube development","C1_05_24",0,0,3.7e-24,0,1
"cellular senescence","C1_05_24",1,0,3.7e-24,1,0.2582
"positive regulation of neurogenesis","C1_05_24",1,0,3.7e-24,1,0.4583
"mitochondrial outer membrane permeabilization","C1_05_24",0,0,3.7e-24,0,1
"immune system development","C1_05_24",0,0,3.7e-24,0,1
"clathrin-dependent endocytosis","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of viral process","C1_05_24",1,0,3.7e-24,1,0.1532
"bone development","C1_05_24",1,0,3.7e-24,1,0.4521
"cell-substrate adhesion","C1_05_24",0,1,3.7e-24,-1,0.4953
"positive regulation of microtubule polymerization","C1_05_24",0,0,3.7e-24,0,1
"pteridine-containing compound metabolic process","C1_05_24",0,0,3.7e-24,0,1
"response to arsenic-containing substance","C1_05_24",0,0,3.7e-24,0,1
"response to insulin","C1_05_24",0,1,3.7e-24,-1,0.524
"ubiquinone metabolic process","C1_05_24",0,0,3.7e-24,0,1
"cellular response to arsenic-containing substance","C1_05_24",0,0,3.7e-24,0,1
"inositol phosphate catabolic process","C1_05_24",0,0,3.7e-24,0,1
"telomerase RNA localization to Cajal body","C1_05_24",0,0,3.7e-24,0,1
"respiratory system development","C1_05_24",1,0,3.7e-24,1,0.4687
"regulation of generation of precursor metabolites and energy","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial calcium ion homeostasis","C1_05_24",0,0,3.7e-24,0,1
"G0 to G1 transition","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial genome maintenance","C1_05_24",0,0,3.7e-24,0,1
"release of cytochrome c from mitochondria","C1_05_24",0,0,3.7e-24,0,1
"cortical cytoskeleton organization","C1_05_24",0,0,3.7e-24,0,1
"response to sterol depletion","C1_05_24",0,0,3.7e-24,0,1
"regulation of ncRNA transcription","C1_05_24",0,0,3.7e-24,0,1
"mesenchymal cell differentiation","C1_05_24",0,0,3.7e-24,0,1
"protein-DNA complex subunit organization","C1_05_24",0,0,3.7e-24,0,1
"response to fluid shear stress","C1_05_24",0,0,3.7e-24,0,1
"collagen fibril organization","C1_05_24",0,0,3.7e-24,0,1
"roof of mouth development","C1_05_24",0,0,3.7e-24,0,1
"regulation of protein dephosphorylation","C1_05_24",0,0,3.7e-24,0,1
"multicellular organism growth","C1_05_24",1,0,3.7e-24,1,0.3453
"miRNA processing","C1_05_24",0,0,3.7e-24,0,1
"small molecule catabolic process","C1_05_24",0,1,3.7e-24,-1,0.476
"regulation of G0 to G1 transition","C1_05_24",0,0,3.7e-24,0,1
"circadian regulation of gene expression","C1_05_24",1,0,3.7e-24,1,0.1906
"regulation of translational fidelity","C1_05_24",1,0,3.7e-24,1,0.0374
"ubiquinone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial calcium ion transmembrane transport","C1_05_24",0,0,3.7e-24,0,1
"quinone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"viral release from host cell","C1_05_24",0,0,3.7e-24,0,1
"exit from host cell","C1_05_24",1,0,3.7e-24,1,0.0938
"positive regulation of GTPase activity","C1_05_24",0,1,3.7e-24,-1,0.5186
"regulation of cytokinesis","C1_05_24",0,0,3.7e-24,0,1
"mitochondrion localization","C1_05_24",0,0,3.7e-24,0,1
"renal system development","C1_05_24",3,1,3.7e-24,1,0.4849
"regulation of cysteine-type endopeptidase activity involved in apoptotic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell-substrate adhesion","C1_05_24",0,0,3.7e-24,0,1
"centrosome localization","C1_05_24",0,0,3.7e-24,0,1
"microtubule organizing center localization","C1_05_24",0,0,3.7e-24,0,1
"pinocytosis","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular response to sterol depletion","C1_05_24",0,0,3.7e-24,0,1
"placenta development","C1_05_24",1,0,3.7e-24,1,0.2859
"rhythmic process","C1_05_24",0,1,3.7e-24,-1,0.4833
"spindle localization","C1_05_24",0,0,3.7e-24,0,1
"carbohydrate derivative catabolic process","C1_05_24",1,0,3.7e-24,1,0.379
"response to amino acid","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0425
"regulation of intracellular steroid hormone receptor signaling pathway","C1_05_24",1,0,3.7e-24,1,0.1909
"regulation of neuron death","C1_05_24",0,1,3.7e-24,-1,0.5134
"ossification","C1_05_24",0,1,3.7e-24,-1,0.4781
"mammary gland epithelial cell proliferation","C1_05_24",0,0,3.7e-24,0,1
"ribosomal subunit export from nucleus","C1_05_24",0,0,3.7e-24,0,1
"ribosome localization","C1_05_24",0,0,3.7e-24,0,1
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","C1_05_24",0,0,3.7e-24,0,1
"seminiferous tubule development","C1_05_24",0,0,3.7e-24,0,1
"cellular response to acid chemical","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of kinase activity","C1_05_24",0,1,3.7e-24,-1,0.4349
"positive regulation by host of viral process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrion morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"regulation of establishment of cell polarity","C1_05_24",0,0,3.7e-24,0,1
"cellular lipid catabolic process","C1_05_24",0,0,3.7e-24,0,1
"neuron apoptotic process","C1_05_24",1,0,3.7e-24,1,0.4892
"inner cell mass cell proliferation","C1_05_24",0,0,3.7e-24,0,1
"polyamine biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"folic acid metabolic process","C1_05_24",0,0,3.7e-24,0,1
"organelle inheritance","C1_05_24",0,0,3.7e-24,0,1
"polyol metabolic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of type I interferon-mediated signaling pathway","C1_05_24",0,0,3.7e-24,0,1
"intracellular lipid transport","C1_05_24",0,0,3.7e-24,0,1
"fat cell differentiation","C1_05_24",0,0,3.7e-24,0,1
"iron ion homeostasis","C1_05_24",0,0,3.7e-24,0,1
"negative regulation of cell projection organization","C1_05_24",1,0,3.7e-24,1,0.4103
"dicarboxylic acid metabolic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of anatomical structure size","C1_05_24",0,1,3.7e-24,-1,0.4228
"regulation of small molecule metabolic process","C1_05_24",1,1,3.7e-24,0,1
"pentose-phosphate shunt","C1_05_24",0,0,3.7e-24,0,1
"pericardium development","C1_05_24",0,0,3.7e-24,0,1
"lysosomal protein catabolic process","C1_05_24",0,0,3.7e-24,0,1
"carbohydrate derivative transport","C1_05_24",0,0,3.7e-24,0,1
"alcohol biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of membrane permeability","C1_05_24",0,0,3.7e-24,0,1
"signal peptide processing","C1_05_24",0,0,3.7e-24,0,1
"UV-damage excision repair","C1_05_24",0,0,3.7e-24,0,1
"biological process involved in interaction with host","C1_05_24",0,0,3.7e-24,0,1
"body morphogenesis","C1_05_24",1,0,3.7e-24,1,0.1163
"extracellular vesicle biogenesis","C1_05_24",0,0,3.7e-24,0,1
"negative regulation of defense response to virus","C1_05_24",0,0,3.7e-24,0,1
"aminoglycan biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"sterol biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.1374
"polyamine metabolic process","C1_05_24",0,0,3.7e-24,0,1
"magnesium ion transport","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of neuron migration","C1_05_24",0,0,3.7e-24,0,1
"regulation of glucose metabolic process","C1_05_24",0,0,3.7e-24,0,1
"monosaccharide biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"response to acid chemical","C1_05_24",0,0,3.7e-24,0,1
"regulation of carbohydrate metabolic process","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of nervous system development","C1_05_24",0,0,3.7e-24,0,1
"regulation of circadian rhythm","C1_05_24",0,0,3.7e-24,0,1
"trabecula morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"pigment accumulation","C1_05_24",0,0,3.7e-24,0,1
"cellular pigment accumulation","C1_05_24",0,0,3.7e-24,0,1
"regulation of pinocytosis","C1_05_24",0,0,3.7e-24,0,1
"regulation of ligase activity","C1_05_24",0,0,3.7e-24,0,1
"smoothened signaling pathway involved in dorsal/ventral neural tube patterning","C1_05_24",0,0,3.7e-24,0,1
"glycosyl compound metabolic process","C1_05_24",0,0,3.7e-24,0,1
"substantia nigra development","C1_05_24",0,0,3.7e-24,0,1
"negative regulation of GTPase activity","C1_05_24",0,0,3.7e-24,0,1
"axon extension","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of epithelial to mesenchymal transition","C1_05_24",0,0,3.7e-24,0,1
"one-carbon metabolic process","C1_05_24",0,0,3.7e-24,0,1
"NADPH regeneration","C1_05_24",1,0,3.7e-24,1,0.0702
"cellular response to dsRNA","C1_05_24",0,0,3.7e-24,0,1
"neuron projection organization","C1_05_24",0,0,3.7e-24,0,1
"postsynapse organization","C1_05_24",0,0,3.7e-24,0,1
"regulation of ketone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrion distribution","C1_05_24",0,0,3.7e-24,0,1
"regulation of autophagosome maturation","C1_05_24",0,0,3.7e-24,0,1
"magnesium ion transmembrane transport","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell division","C1_05_24",0,0,3.7e-24,0,1
"intermembrane lipid transfer","C1_05_24",0,0,3.7e-24,0,1
"organophosphate ester transport","C1_05_24",0,0,3.7e-24,0,1
"movement in host","C1_05_24",1,0,3.7e-24,1,0.3839
"extracellular matrix assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular metabolic compound salvage","C1_05_24",0,0,3.7e-24,0,1
"regulation of ATP-dependent activity","C1_05_24",1,0,3.7e-24,1,0.2056
"cell migration involved in heart development","C1_05_24",0,0,3.7e-24,0,1
"cellular response to fluid shear stress","C1_05_24",0,0,3.7e-24,0,1
"sphingomyelin biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"ether lipid biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"embryonic body morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"amino sugar biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"glycerol ether biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"pigmentation","C1_05_24",1,0,3.7e-24,1,0.3001
"cellular response to ketone","C1_05_24",1,0,3.7e-24,1,0.2794
"nonribosomal peptide biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"glial cell apoptotic process","C1_05_24",0,0,3.7e-24,0,1
"lipoprotein catabolic process","C1_05_24",0,0,3.7e-24,0,1
"suppression of viral release by host","C1_05_24",0,0,3.7e-24,0,1
"chaperone-mediated autophagy","C1_05_24",0,0,3.7e-24,0,1
"regulation of steroid hormone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"synaptic vesicle lumen acidification","C1_05_24",0,0,3.7e-24,0,1
"semaphorin-plexin signaling pathway involved in neuron projection guidance","C1_05_24",0,0,3.7e-24,0,1
"regulation of Golgi organization","C1_05_24",0,0,3.7e-24,0,1
"Schwann cell differentiation","C1_05_24",0,0,3.7e-24,0,1
"neurotrophin signaling pathway","C1_05_24",0,0,3.7e-24,0,1
"regulation of microtubule depolymerization","C1_05_24",0,0,3.7e-24,0,1
"basement membrane organization","C1_05_24",0,0,3.7e-24,0,1
"establishment or maintenance of epithelial cell apical/basal polarity","C1_05_24",0,0,3.7e-24,0,1
"face development","C1_05_24",0,0,3.7e-24,0,1
"osteoblast differentiation","C1_05_24",0,0,3.7e-24,0,1
"appendage development","C1_05_24",0,0,3.7e-24,0,1
"limb development","C1_05_24",0,0,3.7e-24,0,1
"regulation of ATP metabolic process","C1_05_24",0,0,3.7e-24,0,1
"developmental growth involved in morphogenesis","C1_05_24",0,0,3.7e-24,0,1
