"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","C1_05_24",3,5,3.7e-24,-0.584962500721156,0.3284
"ribosome biogenesis","C1_05_24",4,4,3.7e-24,0,1
"rRNA metabolic process","C1_05_24",3,3,3.7e-24,0,1
"proteasome-mediated ubiquitin-dependent protein catabolic process","C1_05_24",4,6,3.7e-24,-0.485426827170242,0.4466
"regulation of response to DNA damage stimulus","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6445
"establishment of protein localization to organelle","C1_05_24",4,5,3.7e-24,-0.263034405833794,0.6741
"macroautophagy","C1_05_24",0,4,3.7e-24,-2.32192809488736,0.0241
"regulation of chromosome organization","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6051
"Golgi vesicle transport","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7752
"double-strand break repair","C1_05_24",3,3,3.7e-24,0,1
"histone modification","C1_05_24",6,5,3.7e-24,0.222392421336448,0.8263
"sister chromatid segregation","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6048
"DNA replication","C1_05_24",3,3,3.7e-24,0,1
"chromosome segregation","C1_05_24",4,4,3.7e-24,0,1
"mitochondrial gene expression","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7325
"nucleocytoplasmic transport","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5886
"nuclear transport","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.3008
"regulation of DNA repair","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.522
"peptidyl-lysine modification","C1_05_24",6,4,3.7e-24,0.485426827170242,0.4622
"protein targeting","C1_05_24",4,4,3.7e-24,0,1
"cytoplasmic translation","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5553
"regulation of autophagy","C1_05_24",1,4,3.7e-24,-1.32192809488736,0.105
"signal transduction in response to DNA damage","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5321
"regulation of intracellular transport","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5981
"protein localization to nucleus","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5958
"microtubule cytoskeleton organization involved in mitosis","C1_05_24",2,2,3.7e-24,0,1
"telomere maintenance","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5401
"cell cycle checkpoint signaling","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1338
"regulation of protein modification by small protein conjugation or removal","C1_05_24",1,3,3.7e-24,-1,0.2198
"cellular respiration","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5223
"cellular component disassembly","C1_05_24",6,5,3.7e-24,0.222392421336448,0.8222
"nuclear chromosome segregation","C1_05_24",3,3,3.7e-24,0,1
"regulation of protein stability","C1_05_24",5,3,3.7e-24,0.584962500721156,0.4246
"regulation of cell cycle phase transition","C1_05_24",7,5,3.7e-24,0.415037499278844,0.5041
"regulation of protein catabolic process","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.2743
"response to endoplasmic reticulum stress","C1_05_24",2,2,3.7e-24,0,1
"vesicle organization","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.3058
"mitochondrial respiratory chain complex assembly","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6821
"DNA-templated transcription elongation","C1_05_24",0,1,3.7e-24,-1,0.4275
"mitochondrial transport","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7824
"establishment of organelle localization","C1_05_24",2,5,3.7e-24,-1,0.1521
"regulation of intracellular protein transport","C1_05_24",2,2,3.7e-24,0,1
"response to UV","C1_05_24",3,2,3.7e-24,0.415037499278844,0.728
"RNA localization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5314
"response to topologically incorrect protein","C1_05_24",1,1,3.7e-24,0,1
"organelle fission","C1_05_24",5,5,3.7e-24,0,1
"non-membrane-bounded organelle assembly","C1_05_24",7,5,3.7e-24,0.415037499278844,0.4971
"protein polyubiquitination","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7391
"methylation","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5932
"phospholipid biosynthetic process","C1_05_24",3,3,3.7e-24,0,1
"oxidative phosphorylation","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1532
"establishment of protein localization to membrane","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7697
"in utero embryonic development","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6379
"vacuole organization","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1006
"nuclear-transcribed mRNA catabolic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5849
"protein folding","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.142
"DNA conformation change","C1_05_24",1,1,3.7e-24,0,1
"regulation of chromosome segregation","C1_05_24",0,1,3.7e-24,-1,0.4255
"regulation of apoptotic signaling pathway","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.3256
"cell cycle G2/M phase transition","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1531
"vacuolar transport","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7298
"response to ionizing radiation","C1_05_24",5,2,3.7e-24,1,0.1832
"cellular response to UV","C1_05_24",0,1,3.7e-24,-1,0.4334
"regulation of binding","C1_05_24",1,4,3.7e-24,-1.32192809488736,0.1131
"nucleic acid transport","C1_05_24",2,2,3.7e-24,0,1
"RNA transport","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6604
