"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"viral process","C1_05_24",6,4,3.7e-24,0.485426827170242,0.4549
"macromolecule deacylation","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6849
"mitotic cytokinesis","C1_05_24",0,1,3.7e-24,-1,0.4472
"aromatic compound catabolic process","C1_05_24",2,5,3.7e-24,-1,0.1051
"vesicle localization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5298
"establishment or maintenance of cell polarity","C1_05_24",2,2,3.7e-24,0,1
"Wnt signaling pathway","C1_05_24",5,4,3.7e-24,0.263034405833794,0.8151
"cell-cell signaling by wnt","C1_05_24",2,5,3.7e-24,-1,0.1328
"ATP metabolic process","C1_05_24",1,3,3.7e-24,-1,0.2513
"cellular response to chemical stress","C1_05_24",1,3,3.7e-24,-1,0.2008
"regulation of vacuole organization","C1_05_24",0,0,3.7e-24,0,1
"cellular response to external stimulus","C1_05_24",4,3,3.7e-24,0.321928094887362,0.777
"negative regulation of protein phosphorylation","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6478
"negative regulation of catabolic process","C1_05_24",0,3,3.7e-24,-2,0.0558
"regulation of microtubule cytoskeleton organization","C1_05_24",1,1,3.7e-24,0,1
"chromosome localization","C1_05_24",2,1,3.7e-24,0.584962500721156,0.658
"negative regulation of mitotic nuclear division","C1_05_24",0,0,3.7e-24,0,1
"regulation of actin filament organization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5316
"dephosphorylation","C1_05_24",3,3,3.7e-24,0,1
"glycosylation","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5347
"positive regulation of establishment of protein localization","C1_05_24",5,3,3.7e-24,0.584962500721156,0.4116
"regulation of microtubule-based process","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7366
"cell-substrate junction organization","C1_05_24",0,1,3.7e-24,-1,0.4417
"protein-containing complex localization","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7302
"mitochondrial transmembrane transport","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6367
"stem cell population maintenance","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1357
"ribosome assembly","C1_05_24",0,1,3.7e-24,-1,0.4791
"intraciliary transport","C1_05_24",0,0,3.7e-24,0,1
"Golgi to plasma membrane protein transport","C1_05_24",0,0,3.7e-24,0,1
"response to amino acid starvation","C1_05_24",0,0,3.7e-24,0,1
"cellular response to extracellular stimulus","C1_05_24",0,3,3.7e-24,-2,0.0642
"cell growth","C1_05_24",5,4,3.7e-24,0.263034405833794,0.8074
"protein glycosylation","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5296
"macromolecule glycosylation","C1_05_24",2,2,3.7e-24,0,1
"maintenance of cell number","C1_05_24",2,2,3.7e-24,0,1
"response to reactive oxygen species","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.576
"regulation of cell morphogenesis","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7429
"regulation of cellular component size","C1_05_24",6,3,3.7e-24,0.807354922057604,0.2742
"cell-substrate junction assembly","C1_05_24",1,1,3.7e-24,0,1
"membrane fission","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6444
"membrane docking","C1_05_24",0,1,3.7e-24,-1,0.5047
"fibroblast migration","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6525
"nucleus organization","C1_05_24",1,1,3.7e-24,0,1
"regulation of cell growth","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.281
"fibroblast proliferation","C1_05_24",1,1,3.7e-24,0,1
"cell cycle G1/S phase transition","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5229
"actin filament organization","C1_05_24",3,5,3.7e-24,-0.584962500721156,0.3535
"response to oxygen levels","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6579
"epigenetic regulation of gene expression","C1_05_24",3,1,3.7e-24,1,0.419
"organelle fusion","C1_05_24",2,1,3.7e-24,0.584962500721156,0.643
"lipoprotein metabolic process","C1_05_24",0,1,3.7e-24,-1,0.4438
"protein lipidation","C1_05_24",1,1,3.7e-24,0,1
"regulation of plasma membrane bounded cell projection assembly","C1_05_24",2,2,3.7e-24,0,1
"regulation of actin filament-based process","C1_05_24",0,4,3.7e-24,-2.32192809488736,0.0209
"regulation of GTPase activity","C1_05_24",1,3,3.7e-24,-1,0.2363
"nuclear envelope organization","C1_05_24",2,0,3.7e-24,1.58496250072116,0.1376
"protein autophosphorylation","C1_05_24",2,2,3.7e-24,0,1
"connective tissue development","C1_05_24",0,3,3.7e-24,-2,0.0596
"cellular response to heat","C1_05_24",0,0,3.7e-24,0,1
"myeloid cell homeostasis","C1_05_24",2,2,3.7e-24,0,1
"regulation of neuron projection development","C1_05_24",4,4,3.7e-24,0,1
"receptor metabolic process","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6439
"maintenance of protein location in cell","C1_05_24",0,0,3.7e-24,0,1
"apoptotic mitochondrial changes","C1_05_24",0,1,3.7e-24,-1,0.4036
"response to transforming growth factor beta","C1_05_24",3,2,3.7e-24,0.415037499278844,0.734
"neural tube development","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6656
"maintenance of protein location","C1_05_24",0,1,3.7e-24,-1,0.436
"regulation of ubiquitin-protein transferase activity","C1_05_24",0,0,3.7e-24,0,1
"cilium assembly","C1_05_24",4,4,3.7e-24,0,1
"mRNA export from nucleus","C1_05_24",0,1,3.7e-24,-1,0.5091
"regulation of cell-substrate junction organization","C1_05_24",0,1,3.7e-24,-1,0.4419
"membrane biogenesis","C1_05_24",0,1,3.7e-24,-1,0.526
"cilium organization","C1_05_24",0,3,3.7e-24,-2,0.0297
"platelet-derived growth factor receptor signaling pathway","C1_05_24",0,0,3.7e-24,0,1
"iron-sulfur cluster assembly","C1_05_24",0,0,3.7e-24,0,1
"metallo-sulfur cluster assembly","C1_05_24",0,0,3.7e-24,0,1
"centromere complex assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular response to oxygen levels","C1_05_24",0,1,3.7e-24,-1,0.4065
"fatty acid beta-oxidation","C1_05_24",1,1,3.7e-24,0,1
"organelle localization by membrane tethering","C1_05_24",1,1,3.7e-24,0,1
"autophagosome maturation","C1_05_24",0,1,3.7e-24,-1,0.4737
"cellular response to transforming growth factor beta stimulus","C1_05_24",3,2,3.7e-24,0.415037499278844,0.736
"nucleotide catabolic process","C1_05_24",0,0,3.7e-24,0,1
"tube closure","C1_05_24",0,1,3.7e-24,-1,0.4479
"regulation of stem cell differentiation","C1_05_24",1,1,3.7e-24,0,1
"substrate adhesion-dependent cell spreading","C1_05_24",0,0,3.7e-24,0,1
"chondrocyte differentiation","C1_05_24",0,1,3.7e-24,-1,0.4296
"regulation of fibroblast proliferation","C1_05_24",1,1,3.7e-24,0,1
"morphogenesis of an epithelial sheet","C1_05_24",0,1,3.7e-24,-1,0.5073
"microtubule polymerization","C1_05_24",1,0,3.7e-24,1,0.4287
"response to virus","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5939
"membrane assembly","C1_05_24",1,0,3.7e-24,1,0.4507
"COPII vesicle coating","C1_05_24",0,0,3.7e-24,0,1
"erythrocyte differentiation","C1_05_24",1,1,3.7e-24,0,1
"organophosphate catabolic process","C1_05_24",2,2,3.7e-24,0,1
"regulation of embryonic development","C1_05_24",0,1,3.7e-24,-1,0.4597
"regulation of focal adhesion assembly","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell-substrate junction assembly","C1_05_24",0,0,3.7e-24,0,1
"regulation of extracellular matrix organization","C1_05_24",2,0,3.7e-24,1.58496250072116,0.1132
"GPI anchor biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium organization","C1_05_24",0,1,3.7e-24,-1,0.4876
"positive regulation of stem cell population maintenance","C1_05_24",0,1,3.7e-24,-1,0.5293
"monosaccharide metabolic process","C1_05_24",2,2,3.7e-24,0,1
"U2-type prespliceosome assembly","C1_05_24",0,0,3.7e-24,0,1
"heterochromatin formation","C1_05_24",0,1,3.7e-24,-1,0.4972
"peroxisome organization","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0748
"regulation of mitochondrial fission","C1_05_24",0,0,3.7e-24,0,1
"cellular pigmentation","C1_05_24",1,1,3.7e-24,0,1
"regulation of fibroblast migration","C1_05_24",1,0,3.7e-24,1,0.4177
"cellular carbohydrate metabolic process","C1_05_24",1,3,3.7e-24,-1,0.266
"positive regulation of axonogenesis","C1_05_24",0,1,3.7e-24,-1,0.4742
"kinetochore organization","C1_05_24",0,0,3.7e-24,0,1
"stem cell differentiation","C1_05_24",1,3,3.7e-24,-1,0.2713
"proton transmembrane transport","C1_05_24",1,1,3.7e-24,0,1
"cellular response to insulin stimulus","C1_05_24",2,2,3.7e-24,0,1
"establishment of mitotic spindle localization","C1_05_24",0,0,3.7e-24,0,1
"cell redox homeostasis","C1_05_24",0,0,3.7e-24,0,1
"stress granule assembly","C1_05_24",0,0,3.7e-24,0,1
"protein neddylation","C1_05_24",0,0,3.7e-24,0,1
"regulation of mitochondrial membrane potential","C1_05_24",1,0,3.7e-24,1,0.4472
"neuron death","C1_05_24",5,3,3.7e-24,0.584962500721156,0.3977
"defense response to virus","C1_05_24",3,3,3.7e-24,0,1
"sulfur compound metabolic process","C1_05_24",1,3,3.7e-24,-1,0.218
"NADP metabolic process","C1_05_24",0,0,3.7e-24,0,1
"vacuolar acidification","C1_05_24",0,0,3.7e-24,0,1
"oligosaccharide-lipid intermediate biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.2078
"lysosomal lumen acidification","C1_05_24",0,0,3.7e-24,0,1
"glycosyl compound biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"heart valve development","C1_05_24",0,1,3.7e-24,-1,0.5277
"water-soluble vitamin metabolic process","C1_05_24",1,0,3.7e-24,1,0.4999
"interferon-beta production","C1_05_24",1,1,3.7e-24,0,1
"regulation of interferon-beta production","C1_05_24",0,0,3.7e-24,0,1
"branched-chain amino acid metabolic process","C1_05_24",1,0,3.7e-24,1,0.2318
"regulation of mitochondrial membrane permeability","C1_05_24",0,0,3.7e-24,0,1
"respiratory tube development","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5587
"cellular senescence","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6302
"positive regulation of neurogenesis","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5634
"mitochondrial outer membrane permeabilization","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0979
"immune system development","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5543
"clathrin-dependent endocytosis","C1_05_24",0,1,3.7e-24,-1,0.4558
"positive regulation of viral process","C1_05_24",0,0,3.7e-24,0,1
"bone development","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.629
"cell-substrate adhesion","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6087
"positive regulation of microtubule polymerization","C1_05_24",1,0,3.7e-24,1,0.3054
"pteridine-containing compound metabolic process","C1_05_24",1,0,3.7e-24,1,0.3111
"response to arsenic-containing substance","C1_05_24",0,0,3.7e-24,0,1
"response to insulin","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.0865
"ubiquinone metabolic process","C1_05_24",0,0,3.7e-24,0,1
"cellular response to arsenic-containing substance","C1_05_24",0,0,3.7e-24,0,1
"inositol phosphate catabolic process","C1_05_24",0,0,3.7e-24,0,1
"telomerase RNA localization to Cajal body","C1_05_24",0,0,3.7e-24,0,1
"respiratory system development","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5265
"regulation of generation of precursor metabolites and energy","C1_05_24",0,1,3.7e-24,-1,0.4281
"mitochondrial calcium ion homeostasis","C1_05_24",1,0,3.7e-24,1,0.2951
"G0 to G1 transition","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial genome maintenance","C1_05_24",0,0,3.7e-24,0,1
"release of cytochrome c from mitochondria","C1_05_24",0,0,3.7e-24,0,1
"cortical cytoskeleton organization","C1_05_24",0,0,3.7e-24,0,1
"response to sterol depletion","C1_05_24",0,0,3.7e-24,0,1
"regulation of ncRNA transcription","C1_05_24",0,0,3.7e-24,0,1
"mesenchymal cell differentiation","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5445
"protein-DNA complex subunit organization","C1_05_24",2,2,3.7e-24,0,1
"response to fluid shear stress","C1_05_24",1,0,3.7e-24,1,0.3077
"collagen fibril organization","C1_05_24",0,0,3.7e-24,0,1
"roof of mouth development","C1_05_24",0,1,3.7e-24,-1,0.4935
"regulation of protein dephosphorylation","C1_05_24",0,1,3.7e-24,-1,0.4943
"multicellular organism growth","C1_05_24",0,1,3.7e-24,-1,0.4218
"miRNA processing","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0444
"small molecule catabolic process","C1_05_24",0,3,3.7e-24,-2,0.0309
"regulation of G0 to G1 transition","C1_05_24",0,0,3.7e-24,0,1
"circadian regulation of gene expression","C1_05_24",1,0,3.7e-24,1,0.4986
"regulation of translational fidelity","C1_05_24",0,0,3.7e-24,0,1
"ubiquinone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial calcium ion transmembrane transport","C1_05_24",0,0,3.7e-24,0,1
"quinone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"viral release from host cell","C1_05_24",1,0,3.7e-24,1,0.2628
"exit from host cell","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of GTPase activity","C1_05_24",3,3,3.7e-24,0,1
"regulation of cytokinesis","C1_05_24",1,1,3.7e-24,0,1
"mitochondrion localization","C1_05_24",0,0,3.7e-24,0,1
"renal system development","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6029
"regulation of cysteine-type endopeptidase activity involved in apoptotic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.585
"regulation of cell-substrate adhesion","C1_05_24",6,2,3.7e-24,1.22239242133645,0.1284
"centrosome localization","C1_05_24",0,0,3.7e-24,0,1
"microtubule organizing center localization","C1_05_24",0,0,3.7e-24,0,1
"pinocytosis","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium assembly","C1_05_24",1,1,3.7e-24,0,1
"cellular response to sterol depletion","C1_05_24",1,0,3.7e-24,1,0.2045
"placenta development","C1_05_24",2,2,3.7e-24,0,1
"rhythmic process","C1_05_24",1,3,3.7e-24,-1,0.2109
"spindle localization","C1_05_24",1,1,3.7e-24,0,1
"carbohydrate derivative catabolic process","C1_05_24",1,1,3.7e-24,0,1
"response to amino acid","C1_05_24",1,1,3.7e-24,0,1
"regulation of intracellular steroid hormone receptor signaling pathway","C1_05_24",0,0,3.7e-24,0,1
"regulation of neuron death","C1_05_24",1,3,3.7e-24,-1,0.2369
"ossification","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.2779
"mammary gland epithelial cell proliferation","C1_05_24",0,0,3.7e-24,0,1
"ribosomal subunit export from nucleus","C1_05_24",0,0,3.7e-24,0,1
"ribosome localization","C1_05_24",0,0,3.7e-24,0,1
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","C1_05_24",1,0,3.7e-24,1,0.2588
"seminiferous tubule development","C1_05_24",0,0,3.7e-24,0,1
"cellular response to acid chemical","C1_05_24",1,1,3.7e-24,0,1
"positive regulation of kinase activity","C1_05_24",4,4,3.7e-24,0,1
"positive regulation by host of viral process","C1_05_24",1,0,3.7e-24,1,0.1851
"mitochondrion morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"regulation of establishment of cell polarity","C1_05_24",0,0,3.7e-24,0,1
"cellular lipid catabolic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5773
"neuron apoptotic process","C1_05_24",2,2,3.7e-24,0,1
"inner cell mass cell proliferation","C1_05_24",0,0,3.7e-24,0,1
"polyamine biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.1911
"folic acid metabolic process","C1_05_24",0,0,3.7e-24,0,1
"organelle inheritance","C1_05_24",0,0,3.7e-24,0,1
"polyol metabolic process","C1_05_24",4,1,3.7e-24,1.32192809488736,0.011
"regulation of type I interferon-mediated signaling pathway","C1_05_24",1,0,3.7e-24,1,0.3278
"intracellular lipid transport","C1_05_24",0,0,3.7e-24,0,1
"fat cell differentiation","C1_05_24",2,2,3.7e-24,0,1
"iron ion homeostasis","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6344
"negative regulation of cell projection organization","C1_05_24",0,1,3.7e-24,-1,0.417
"dicarboxylic acid metabolic process","C1_05_24",0,1,3.7e-24,-1,0.5106
"regulation of anatomical structure size","C1_05_24",8,5,3.7e-24,0.584962500721156,0.3895
"regulation of small molecule metabolic process","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6331
"pentose-phosphate shunt","C1_05_24",0,0,3.7e-24,0,1
"pericardium development","C1_05_24",0,0,3.7e-24,0,1
"lysosomal protein catabolic process","C1_05_24",1,0,3.7e-24,1,0.342
"carbohydrate derivative transport","C1_05_24",0,1,3.7e-24,-1,0.4841
"alcohol biosynthetic process","C1_05_24",0,1,3.7e-24,-1,0.4185
"regulation of membrane permeability","C1_05_24",0,0,3.7e-24,0,1
"signal peptide processing","C1_05_24",0,0,3.7e-24,0,1
"UV-damage excision repair","C1_05_24",0,0,3.7e-24,0,1
"biological process involved in interaction with host","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5361
"body morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"extracellular vesicle biogenesis","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0726
"negative regulation of defense response to virus","C1_05_24",0,0,3.7e-24,0,1
"aminoglycan biosynthetic process","C1_05_24",2,1,3.7e-24,0.584962500721156,0.636
"sterol biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"polyamine metabolic process","C1_05_24",0,0,3.7e-24,0,1
"magnesium ion transport","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of neuron migration","C1_05_24",0,0,3.7e-24,0,1
"regulation of glucose metabolic process","C1_05_24",0,1,3.7e-24,-1,0.4928
"monosaccharide biosynthetic process","C1_05_24",0,1,3.7e-24,-1,0.4136
"response to acid chemical","C1_05_24",1,1,3.7e-24,0,1
"regulation of carbohydrate metabolic process","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7279
"positive regulation of nervous system development","C1_05_24",4,2,3.7e-24,0.736965594166206,0.3328
"regulation of circadian rhythm","C1_05_24",0,1,3.7e-24,-1,0.4219
"trabecula morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"pigment accumulation","C1_05_24",0,0,3.7e-24,0,1
"cellular pigment accumulation","C1_05_24",0,0,3.7e-24,0,1
"regulation of pinocytosis","C1_05_24",0,0,3.7e-24,0,1
"regulation of ligase activity","C1_05_24",1,0,3.7e-24,1,0.1528
"smoothened signaling pathway involved in dorsal/ventral neural tube patterning","C1_05_24",0,0,3.7e-24,0,1
"glycosyl compound metabolic process","C1_05_24",0,0,3.7e-24,0,1
"substantia nigra development","C1_05_24",0,0,3.7e-24,0,1
"negative regulation of GTPase activity","C1_05_24",0,0,3.7e-24,0,1
"axon extension","C1_05_24",0,1,3.7e-24,-1,0.4518
"positive regulation of epithelial to mesenchymal transition","C1_05_24",1,0,3.7e-24,1,0.4264
"one-carbon metabolic process","C1_05_24",0,0,3.7e-24,0,1
"NADPH regeneration","C1_05_24",0,0,3.7e-24,0,1
"cellular response to dsRNA","C1_05_24",0,0,3.7e-24,0,1
"neuron projection organization","C1_05_24",0,1,3.7e-24,-1,0.5063
"postsynapse organization","C1_05_24",2,1,3.7e-24,0.584962500721156,0.68
"regulation of ketone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrion distribution","C1_05_24",0,0,3.7e-24,0,1
"regulation of autophagosome maturation","C1_05_24",0,0,3.7e-24,0,1
"magnesium ion transmembrane transport","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell division","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7342
"intermembrane lipid transfer","C1_05_24",0,0,3.7e-24,0,1
"organophosphate ester transport","C1_05_24",1,1,3.7e-24,0,1
"movement in host","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5707
"extracellular matrix assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular metabolic compound salvage","C1_05_24",1,0,3.7e-24,1,0.2452
"regulation of ATP-dependent activity","C1_05_24",0,0,3.7e-24,0,1
"cell migration involved in heart development","C1_05_24",0,0,3.7e-24,0,1
"cellular response to fluid shear stress","C1_05_24",0,0,3.7e-24,0,1
