"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","C1_05_24",0,1,3.7e-24,-1,0.4261
"ribosome biogenesis","C1_05_24",0,1,3.7e-24,-1,0.4447
"rRNA metabolic process","C1_05_24",0,1,3.7e-24,-1,0.4967
"proteasome-mediated ubiquitin-dependent protein catabolic process","C1_05_24",0,1,3.7e-24,-1,0.4127
"regulation of response to DNA damage stimulus","C1_05_24",0,1,3.7e-24,-1,0.4474
"establishment of protein localization to organelle","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6527
"macroautophagy","C1_05_24",1,1,3.7e-24,0,1
"regulation of chromosome organization","C1_05_24",0,1,3.7e-24,-1,0.4822
"Golgi vesicle transport","C1_05_24",1,1,3.7e-24,0,1
"double-strand break repair","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6327
"histone modification","C1_05_24",0,1,3.7e-24,-1,0.4124
"sister chromatid segregation","C1_05_24",3,1,3.7e-24,1,0.4866
"DNA replication","C1_05_24",0,1,3.7e-24,-1,0.4716
"chromosome segregation","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6504
"mitochondrial gene expression","C1_05_24",1,0,3.7e-24,1,0.4278
"nucleocytoplasmic transport","C1_05_24",0,1,3.7e-24,-1,0.4416
"nuclear transport","C1_05_24",1,1,3.7e-24,0,1
"regulation of DNA repair","C1_05_24",0,1,3.7e-24,-1,0.5298
"peptidyl-lysine modification","C1_05_24",0,1,3.7e-24,-1,0.4225
"protein targeting","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6287
"cytoplasmic translation","C1_05_24",0,0,3.7e-24,0,1
"regulation of autophagy","C1_05_24",1,1,3.7e-24,0,1
"signal transduction in response to DNA damage","C1_05_24",0,0,3.7e-24,0,1
"regulation of intracellular transport","C1_05_24",1,1,3.7e-24,0,1
"protein localization to nucleus","C1_05_24",1,1,3.7e-24,0,1
"microtubule cytoskeleton organization involved in mitosis","C1_05_24",1,0,3.7e-24,1,0.3885
"telomere maintenance","C1_05_24",0,0,3.7e-24,0,1
"cell cycle checkpoint signaling","C1_05_24",0,0,3.7e-24,0,1
"regulation of protein modification by small protein conjugation or removal","C1_05_24",1,1,3.7e-24,0,1
"cellular respiration","C1_05_24",1,1,3.7e-24,0,1
"cellular component disassembly","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6575
"nuclear chromosome segregation","C1_05_24",1,1,3.7e-24,0,1
"regulation of protein stability","C1_05_24",1,1,3.7e-24,0,1
"regulation of cell cycle phase transition","C1_05_24",0,1,3.7e-24,-1,0.4106
"regulation of protein catabolic process","C1_05_24",0,1,3.7e-24,-1,0.4407
"response to endoplasmic reticulum stress","C1_05_24",0,1,3.7e-24,-1,0.5062
"vesicle organization","C1_05_24",0,1,3.7e-24,-1,0.4336
"mitochondrial respiratory chain complex assembly","C1_05_24",0,0,3.7e-24,0,1
"DNA-templated transcription elongation","C1_05_24",1,0,3.7e-24,1,0.3369
"mitochondrial transport","C1_05_24",2,0,3.7e-24,1.58496250072116,0.1189
"establishment of organelle localization","C1_05_24",0,1,3.7e-24,-1,0.4133
"regulation of intracellular protein transport","C1_05_24",1,1,3.7e-24,0,1
"response to UV","C1_05_24",0,0,3.7e-24,0,1
"RNA localization","C1_05_24",0,0,3.7e-24,0,1
"response to topologically incorrect protein","C1_05_24",0,0,3.7e-24,0,1
